,speed,mass_flow,T_oa,T_roo,P_tot,T_roo_1
18317700.0,0.1,0.07500000000000001,291.8591822336,291.62446968654746,0.8739606953892677,293.15
18318600.0,0.1,0.07500000000000001,291.6499965184,291.2663334676626,0.8739606953892677,291.62446968654746
18319500.0,0.1,0.07500000000000001,291.44081702399995,291.03162946549986,0.8739606953892677,291.2663334676626
18320400.0,0.1,0.07500000000000001,291.25013070791107,290.81331694251656,0.8739606953892677,291.03162946549986
18321300.0,0.1,0.07500000000000001,291.075,290.605281457844,0.8739606953892677,290.81331694251656
18322200.0,0.1,0.07500000000000001,290.9,290.40453629972006,0.8739606953892677,290.605281457844
18323100.0,0.1,0.07500000000000001,290.725,290.21053976574683,0.8739606953892677,290.40453629972006
18324000.0,0.1,0.07500000000000001,290.55,290.0232747036295,0.8739606953892677,290.21053976574683
18324900.0,0.1,0.07500000000000001,290.375,289.84263844797704,0.8739606953892677,290.0232747036295
18325800.0,0.1,0.07500000000000001,290.2,289.66807074646414,0.8739606953892677,289.84263844797704
18326700.0,0.1,0.07500000000000001,290.025,289.4991655141923,0.8739606953892677,289.66807074646414
18327600.0,0.1,0.07500000000000001,289.85,289.3355773204521,0.8739606953892677,289.4991655141923
18328500.0,0.1,0.07500000000000001,289.6749999999999,289.1768269502287,0.8739606953892677,289.3355773204521
18329400.0,0.1,0.07500000000000001,289.49999999999994,289.0226147899777,0.8739606953892677,289.1768269502287
18330300.0,0.1,0.07500000000000001,289.32499999999993,288.8725077720718,0.8739606953892677,289.0226147899777
18331200.0,0.1,0.07500000000000001,289.15225000190947,288.7264152515015,0.8739606953892677,288.8725077720718
18332100.0,0.1,0.07500000000000001,289.19074874785184,288.59176623796327,0.8739606953892677,288.7264152515015
18333000.0,0.1,0.07500000000000001,289.5168973037037,288.48994094156706,0.8739606953892677,288.59176623796327
18333900.0,0.1,0.07500000000000001,289.90870665955555,288.4216428013276,0.8739606953892677,288.48994094156706
18334800.0,0.1,0.07500000000000001,290.14750137257613,288.38760073068386,0.8739606953892677,288.4216428013276
18335700.0,0.1,0.07500000000000001,290.17839232,288.3700660354552,0.8739606953892677,288.38760073068386
18336600.0,0.1,0.07500000000000001,290.1338933048889,288.36028258956327,0.8739606953892677,288.3700660354552
18337500.0,0.1,0.07500000000000001,290.09746545777784,288.3600429721298,0.8739606953892677,288.36028258956327
18338400.0,0.12636825918974534,0.0833697002485342,290.15163333688895,288.36147882634714,1.1718752847872778,288.3600429721298
18339300.0,0.3922096923805064,0.26855130150154183,290.353769728,288.1869369798165,36.34560573853748,288.36147882634714
18340200.0,0.2227401819668788,0.2531262717837329,290.6499667199999,287.69849406487367,32.86411835074583,288.1869369798165
18341100.0,0.7302496237002465,0.4727349736475626,290.94618099199994,288.0289851477711,238.80509867906468,287.69849406487367
18342000.0,0.8211119864597722,0.590935692341479,291.1488626773333,287.32055635124215,312.07566107789626,288.0289851477711
18342900.0,0.291052081806047,0.2983146183822259,291.2078144,287.6775121188302,95.0133141551353,287.32055635124215
18343800.0,0.7243108875938444,0.2626629503751996,291.18118592,288.3275983678585,93.37428499704671,287.6775121188302
18344700.0,0.7007865702846249,0.5694665667191818,291.13878656,287.693002605984,305.02905972817433,288.3275983678585
18345600.0,0.1841310917975158,0.4436109409904973,291.1502913848889,288.07086612661175,163.4526052047605,287.693002605984
18346500.0,0.3643001519463201,0.1967456100298736,291.24851872,290.43764661709565,28.064241510779038,288.07086612661175
18347400.0,0.31999578806427903,0.30954482650547743,291.431492352,289.4326201512556,45.9181521817391,290.43764661709565
18348300.0,0.3275290351453855,0.22433116553831944,291.72559020799997,290.28004109194563,18.31216877170167,289.4326201512556
18349200.0,0.3366837803361483,0.25736024084379905,292.15,290.44891526138883,25.768818963821452,290.28004109194563
